product_name,predicted_sub_category,category,source,confidence,sub_confidence,timestamp,corrected
Angry Orchard Crisp Apple Can - 24 FZ,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.4,2026-05-22T10:56:39,False
Golden Road Mango Cart-1/2 Keg,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.375,2026-05-22T11:12:21,False
Franziskaner Hefeweizen Bottle - 17 Fl. Oz.,Craft Beer,Beer,llm,0.8,0.2727272727272726,2026-05-22T11:11:39,False
Cisco Grey Lady-12pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.391304347826087,2026-05-22T10:57:33,False
Budweiser Original Chelada Can - 25 Fl. Oz.,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.4166666666666666,2026-05-22T10:57:16,False
Golden Road Pineapple Cart-6pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.3508771929824562,2026-05-22T11:12:33,False
Four Peaks Sunbru-1/6 Keg,Ready to Drink,Hard Beverage,llm,0.6,0.2941176470588235,2026-05-22T11:11:21,False
Corona Extra Coronita-12pk-8oz Cans,Variety Packs,Beer,llm,0.8,0.3888888888888888,2026-05-22T11:09:29,False
Golden Road Hazy Pup-6pk-12oz Cans,Classic Lager,Beer,llm,0.8,0.3414634146341463,2026-05-22T11:12:18,False
Four Peaks Sunbru-15pk-12oz Cans,Variety Packs,Beer,llm,0.8,0.3157894736842105,2026-05-22T11:11:23,False
Coors Light 25 Oz - 25 FZ,Craft Beer,Beer,llm,0.8,0.3478260869565217,2026-05-22T10:57:45,False
Cisco Grey Lady-6pk-12oz Btls,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.391304347826087,2026-05-22T10:57:38,False
Angry Orchard Crisp Light In Cans - 6-12 Fl. Oz.,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.3508771929824562,2026-05-22T10:56:39,False
Bud Light Lemonade-25oz Can,Ready to Drink,Hard Beverage,llm,0.6,0.3870967741935484,2026-05-22T10:56:58,False
Budweiser Chelada Picante-25oz Can,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.4150943396226415,2026-05-22T10:57:09,False
Golden Road Champango-4pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.3461538461538461,2026-05-22T11:12:04,False
Budweiser Chelada-25oz Can,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.4444444444444444,2026-05-22T10:57:11,False
Budweiser Supreme-6pk-12oz Btls,Craft Beer,Beer,llm,0.8,0.3428571428571429,2026-05-22T10:57:26,False
Coors Light 6 Pack 12 Can,Craft Beer,Beer,llm,0.8,0.2666666666666667,2026-05-22T10:57:48,False
"Topo Chico Sabores Passionfruit Cans, 12 fl oz, 8 Pack",Non-alcoholic Beer,Non-alcoholic Beer,llm,0.2,0.2456140350877193,2026-05-22T10:56:44,False
Devils Backbone Orange Smash 7.5-4pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.3492063492063492,2026-05-22T10:56:42,False
Budweiser Select Retro Box-24-12oz Btls,Craft Beer,Beer,llm,0.8,0.368421052631579,2026-05-22T10:57:21,False
Bud Light Extra Lime Chelada - 25 Fl. Oz.,Hard Seltzers,Hard Beverage,llm,0.6,0.3636363636363636,2026-05-22T10:56:51,False
Ghost Rotational Flavor 16fz - 16 FZ,Flavored Hard Beverages,Hard Beverage,llm,0.4,0.3389830508474575,2026-05-22T11:11:57,False
Goose Island 312 Urban Wheat-1/2 Keg,Light Lager,Beer,llm,0.8,0.2857142857142857,2026-05-22T11:12:55,False
"Rolling Rock, 12 oz, 30 pk",Light Lager,Beer,llm,0.8,0.3846153846153846,2026-05-22T10:56:43,False
Coors Light-12pk-10oz Cans,Classic Lager,Beer,llm,0.9,0.4,2026-05-22T10:58:03,False
On The Rocks Sparkling Peach Cosmopolitan Canned Cocktail-4pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,llm,0.8,0.25,2026-05-22T10:56:43,False
Cisco Wandering Haze-12pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.3137254901960784,2026-05-22T10:57:41,False
Devils Backbone Peach Smash-4pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.3103448275862068,2026-05-22T10:56:43,False
Cisco Cold Wave-12pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.3043478260869565,2026-05-22T10:57:29,False
Beck's-4pk-16oz Cans,Craft Beer,Beer,llm,0.8,0.4166666666666666,2026-05-22T10:56:47,False
Corona und andere Lebensfragen,Flavored Hard Beverages,Hard Beverage,llm,0.4,0.4150943396226415,2026-05-22T11:10:16,False
Coors Light-9pk-16oz AlmBtls,Craft Beer,Beer,llm,0.8,0.32,2026-05-22T11:09:17,False
Equilibrium Ghost in the Laboratory-4pk-16oz Cans,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.3333333333333332,2026-05-22T11:10:38,False
Bud Light 6 Pack Bottle (12 oz),Craft Beer,Beer,llm,0.9,0.25,2026-05-22T10:56:48,False
Ghost Hawk Dortsfeld-4pk-16oz Cans,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.3921568627450981,2026-05-22T11:11:47,False
Elysian Hazy 96-1/6 Keg,Ready to Drink,Hard Beverage,llm,0.6,0.3125,2026-05-22T11:10:33,False
Budweiser Supreme In Cans - 12-12 FZ,Craft Beer,Beer,llm,0.8,0.3478260869565217,2026-05-22T10:57:24,False
Corona Familiar-12pk-12oz Btls,Classic Lager,Beer,llm,0.8,0.3888888888888888,2026-05-22T11:09:51,False
Golden Road Mango Cart Series 12 pack 12 oz cans,Classic Lager,Beer,llm,0.6,0.425531914893617,2026-05-22T10:56:43,False
Elysian Brewing Company Pumpkin Pack 12 x 12 fl oz,Variety Packs,Beer,llm,0.8,0.2448979591836735,2026-05-22T11:10:30,False
Corona del Valle Cabernet Sauvignon-750ml,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.4067796610169491,2026-05-22T11:10:10,False
Coors Light-6pk-7oz Btls,Craft Beer,Beer,llm,0.8,0.3636363636363636,2026-05-22T10:59:02,False
Bud Light Lemonade Cans - 12-12 Fl. Oz.,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.3333333333333332,2026-05-22T10:56:56,False
Four Peaks Tea Shot-6pk-12oz Btls,Flavored Hard Beverages,Hard Beverage,llm,0.6,0.4,2026-05-22T11:11:26,False
Angry Orchard Crisp Light Apple Hard Cider Beer 12 fl oz,Cider,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:45,False
Corona Mexican Lager Beers (24 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
Four Peaks Peach Ale-6pk-12oz Btls,Classic Lager,Beer,batch_cache,1.0,0.2777777777777777,2026-05-22T13:39:53,False
Budweiser Select American Light Beer-18-12oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:49,False
Budweiser American Lager Beer in Bottles - 18 - 12 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Coors Light Beer American Style Light Lager 4.2% ABV Cans - 4-16 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Budweiser American Lager Beer 30 pack 12 fl oz Aluminum Cans 5% ABV,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Corona Mexican Lager Beer (6 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:52,False
Coors Light-18-12oz Btls,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Budweiser American Lager Beer 24 pack 12 fl oz Aluminum Cans 5% ABV,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:47,False
Goose Island 312 Lemonade Shandy-6pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.92,2026-05-22T13:39:54,False
Corona Extra Mexican Lager Import Beer (6 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Bud Light American Lager Beer in Cans - 8 - 16 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Four Peaks The Joy Bus Wow Wheat Bottles - 6-12 Fl. Oz.,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:54,False
Budweiser Lager Beer (3 x 25 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Coors Light-24-16oz AlmBtls,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Bud Light American Lager Beer in Cans - 12 - 16 Fl. Oz.,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Coors Light Beer American Style Light Lager 4.2% ABV Bottle - 40 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Budweiser Beer In Cans - 8-16 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.2285714285714286,2026-05-22T13:39:48,False
Budweiser King of Beers American Lager Bottles,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
"Budweiser Beer, 24 Pack 16 fl. oz. Aluminum Cans, 5.0% ABV, Domestic Lager",Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Coors Light-6pk-16oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
Cisco Forever New England-4pk-16oz Cans,Classic Lager,Beer,batch_cache,1.0,0.4347826086956521,2026-05-22T13:39:49,False
Budweiser American Lager Beer-24-12oz Cans,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:48,False
Corona Extra Mexican Lager Bottles,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Corona Imported Mexican Lager Beer (12 x 12 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Corona Extra Mexican Lager Import Beer (6 x 7 fl oz),Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:51,False
Corona Sunbrew Citrus Cerveza Mexican Import Lager Longneck Bottles,Non-alcoholic Beer,Non-alcoholic Beer,batch_cache,1.0,0.2191780821917808,2026-05-22T13:39:52,False
Four Peaks Bad Birdie-6pk-12oz Cans,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.3846153846153846,2026-05-22T13:39:53,False
Four Peaks Hop Knot IPA-6pk-12oz Cans,Craft Beer,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:53,False
Bud Ice Sub Premium American Lager Can,Classic Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:46,False
Budweiser 5% ABV Beer In Cans - 15-16 Fl. Oz.,Light Lager,Beer,batch_cache,1.0,0.2325581395348837,2026-05-22T13:39:47,False
Cisco Wandering Haze-4pk-16oz Cans,Flavored Hard Beverages,Hard Beverage,batch_cache,1.0,0.3137254901960784,2026-05-22T13:39:49,False
Coors Light-30-12oz Cans,Light Lager,Beer,batch_cache,1.0,0.92,2026-05-22T13:39:50,False
